"...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43"
"","","Population","Population","Population","Population","Répartition par âge en %","Répartition par âge en %","Répartition par âge en %","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Ménage","Ménage","Surface","Surface","Surface","Surface","Surface","Surface","Surface","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Constructions et logements","Constructions et logements","Protection sociale","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)"
"","","2017","2010-2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2004/09","2004/09","1979/85-2004/09","2004/09","1979/85-2004/09","2004/09","2004/09","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2018","2016","2017","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"Code commune","Commune","Habitants","Variation en %","Densité de la population par km²","Etrangers en %","0-19 ans","20-64 ans","65 ans ou plus","Taux brut de nuptialité","Taux brut de divortialité","Taux brut de natalité","Taux brut de mortalité","Ménages privés","Taille moyenne des ménages en personnes","Surface totale en km²","Surfaces d'habitat et d'infrastructure en %","Variation en ha","Surface agricole en %","Variation en ha","Surface boisée en %","Surface improductive en %","Emplois total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Etablissements total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Taux de logements vacants","Nouveaux logements construits pour 1000 habitants","Taux d'aide sociale","PLR 3)","PDC","PS","UDC","PEV/PCS","PVL","PBD","PST/Sol.","PES","Petits partis de droite"
"66","Opfikon","19978","28.28613626","3573.881932","45.27980779","19.78676544","68.30513565","11.90809891","6.316800162","2.172979256","14.25070116","6.62000657","8994","2.195463642","5.6","62.21033868","66","19.96434938","-68","15.50802139","2.317290553","19211","14","1417","17780","1325","6","152","1167","0.5249614","19.33716496","4.7553446599999996","13.080302549900001","5.8313329408000003","18.158657547899999","39.878391231499997","2.9213279587000001","8.1163096155000005","3.8656642057999999","0.2094750668","2.8420671226000001","1.8026178721999999"
"67","Rafz","4483","11.37888199","419.7565543","21.65960294","21.525764","61.98973901","16.48449699","3.37723742","2.251491613","7.204773162","6.979624001","1878","2.373269436","10.71","16.69776119","34","49.81343284","-30","33.39552239","0.093283582","1420","191","503","726","243","32","43","168","1.663405088","17.72559853","1.295454546","10.9190135826","2.2522247336999999","19.1785285194","37.591382084000003","3.9363023602","6.8157289184999996","4.2580487507000004","0.15476408659999999","5.0094691185000002","7.2637302218000004"
"68","Rorbas","2841","21.46216332","639.8648649","26.89193946","24.21682506","63.9563534","11.82682154","3.536693192","2.122015915","11.67108753","4.597701149","1126","2.505328597","4.5","15.47085202","22","34.52914798","-19","46.86098655","3.139013453","572","39","115","418","167","8","34","125","1.725554643","14.58257382","3.1627576400000001","10.8750415894","2.8233281048999999","20.157802176899999","39.483815770699998","5.2664100004999996","5.7417177623000004","2.5428965254999998","6.1790009E-2","5.0002376539000002","3.8594990255999999"
"69","Wallisellen","15939","16.7350227","2482.71028","30.74220466","19.53071084","64.34531652","16.12397265","6.776895805","2.698208515","12.86355222","6.902393876","7135","2.197757533","6.45","56.65634675","44","21.3622291","-46","20.89783282","1.083591331","19973","34","3231","16708","1369","7","156","1206","1.275875537","2.553952241","2.8994602739999999","18.800475609599999","4.2086814188000004","19.661359811000001","35.096280053699999","2.3602896895000001","7.3796692351999997","4.0735650643000003","0.20923732610000001","4.0141138682999999","1.6769869824999999"
"70","Wasterkingen","574","2.683363149","144.9494949","10.97560976","20.73170732","60.97560976","18.29268293","3.521126761","3.521126761","7.042253521","5.281690141","250","2.292","3.94","7.360406091","3","49.23857868","-3","43.14720812","0.253807107","73","20","14","39","35","9","X","22","1.893939394","0","1.2455516010000001","8.4178632591000007","1.3436964827","18.2057699908","52.522724278799998","2.5424845211","5.4538269003000002","4.4131208008999998","1.3173494900000001E-2","3.5304966408","2.4766170464999999"
"71","Wil (ZH)","1407","9.409020218","157.2067039","11.44278607","19.82942431","59.91471215","20.25586354","7.196833393","0.719683339","7.196833393","5.037783375","587","2.371379898","8.97","15.27313266","12","53.17725753","-22","30.21181717","1.337792642","505","73","157","275","125","26","22","77","1.391035549","2.896451847","X","12.7805650911","2.8201742803999998","12.4900977027","44.082387113800003","3.7127013466999998","7.6366517032000001","4.2408238710999999","0.25349881169999999","4.6950092421000003","3.9450752575000001"
"72","Winkel","4540","15.5216285","559.8027127","14.95594714","18.03964758","64.18502203","17.7753304","4.030903594","1.56757362","12.09271078","6.942111746","1991","2.263184329","8.09","21.48148148","31","43.95061728","-35","27.5308642","7.037037037","924","108","91","725","242","23","25","194","1.605288008","14.13094677","1.138692781","20.345032718599999","3.0933967876000001","11.998810232","44.899861193699998","2.5718818163999999","6.5298433471999999","4.1344437835000001","0.1447551061","2.1078722982000002","2.2764227641999999"
"81","Bachs","593","3.31010453","64.95071194","11.97301855","19.89881956","60.20236088","19.89881956","1.669449082","0","10.01669449","5.008347245","235","2.514893617","9.18","6.010928962","6","48.96174863","-10","44.48087432","0.546448087","281","89","44","148","63","25","7","31","1.398601399","0","1.818181818","5.4654521218000003","0.5998666963","12.341701843999999","54.2879360142","1.5996445234000001","5.0877582758999997","2.3772495001","0","5.4765607643000003","11.7196178627"
"82","Boppelsen","1373","6.599378882","346.7171717","13.18281136","23.74362709","57.61107065","18.64530226","4.444444444","1.481481482","6.666666667","4.444444444","557","2.452423698","3.94","12.5","11","40.30612245","-11","45.91836735","1.275510204","269","142","15","112","78","13","9","56","0.681431005","9.070294785","0.602863602","16.733292044399999","2.9840662125000001","13.996959630699999","40.206069478099998","6.7563763302000002","7.8880693654999998","2.2127132481","1.12606272E-2","4.5887055909000001","3.7441585495999998"
"83","Buchs (ZH)","6315","14.21595225","1081.335616","25.11480602","21.33016627","65.93824228","12.73159145","5.680921572","2.209247278","10.2572195","3.787281048","2670","2.351685393","5.87","26.19047619","43","46.76870748","-44","25.85034014","1.190476191","2338","121","318","1899","289","12","53","224","1.353226926","5.560851605","3.5382921839999999","13.5637380743","3.4407448560999998","13.069466263100001","47.413694011300002","2.3870646385000001","6.3565653855999997","4.0499636000999999","1.34104755E-2","4.2128050882999997","3.1112303152999998"
"84","Dällikon","4118","14.04043201","913.0820399","29.67459932","20.81107334","63.16172899","16.02719767","5.367162723","1.951695536","10.24640156","5.123200781","1727","2.373480023","4.49","23.88392857","29","42.41071429","-31","32.58928571","1.116071429","2609","62","1374","1173","279","9","79","191","0.275633958","8.603238866","2.1323529410000002","12.3289460792","3.0830530063000001","13.965185015799999","48.251085926999998","2.5213102974999999","8.7755968515999996","3.6186681472000002","2.6127567899999999E-2","4.0693686926000003","1.4370162317999999"
"85","Dänikon","1879","-1.623036649","654.7038328","26.66311868","20.96860032","65.83288984","13.19850985","5.84639915","2.125963327","7.440871645","4.783417486","771","2.415045396","2.82","19.28571429","26","47.14285714","-29","31.42857143","2.142857143","474","57","243","174","106","8","26","72","0.494437577","0.529100529","1.27388535","10.9124331551","3.7990196078","16.6889483066","47.069964349400003","1.0806595365","9.6256684492000009","4.4563279856999998","1.6711229899999999E-2","2.4119875223","2.6403743315999999"
"86","Dielsdorf","5966","5.723905724","1016.354344","31.10962119","20.03017097","63.30874958","16.66107945","5.519317612","2.007024586","9.366114735","6.188325807","2561","2.312377977","5.88","34.92333901","40","33.39011925","-42","29.81260647","1.873935264","4055","29","655","3371","430","9","61","360","0.735294118","0","2.0861148200000001","12.8596919417","3.5010357487000001","17.349303689700001","41.278175441499997","3.2959369936999998","5.2013044281000003","3.3882314334000001","7.7937526899999998E-2","5.6115019382","4.4342350842"
"87","Hüttikon","930","40.48338369","584.9056604","15.59139785","25.80645161","61.07526882","13.11827957","4.324324324","1.081081081","18.37837838","3.243243243","352","2.627840909","1.6","15","11","48.75","-11","36.25","0","118","18","40","60","46","8","6","32","1.078167116","12.48581158","0.869565217","16.7957786011","5.2767486246999997","9.0602896598000005","53.744246098600001","2.3576961939999999","4.4796227685999996","1.9535197036","0","3.4691815425999999","1.4482990905999999"
"88","Neerach","3151","5.880376344","521.6887417","12.78959061","15.67756268","64.86829578","19.45414154","5.41487498","1.274088231","7.007485268","5.41487498","1432","2.183659218","6","19.16666667","23","61.83333333","-25","5.666666667","13.33333333","659","42","82","535","242","17","31","194","1.536491677","11.48670824","0.51150895100000005","15.9007441771","3.1482555329999999","9.5631584033999992","51.3119744854","2.0730646564000001","5.6828066106000001","4.4336522664000002","2.4161592700000002E-2","2.7060983859999999","3.7063883250999998"
"89","Niederglatt","4949","7.938931298","1374.722222","27.29844413","21.21640736","64.29581734","14.48777531","6.286119842","1.216668357","8.719456555","5.677785664","2054","2.378286271","3.61","33.05555556","17","55.27777778","-17","7.777777778","3.888888889","1392","33","364","995","233","11","43","179","1.066295781","7.969798658","1.241351241","12.4014233506","3.3011155992000001","14.406616657000001","48.593479515299997","1.6301211770999999","5.2942873629999996","4.1330063474000003","1.44258511E-2","3.4694171956000002","4.3710328908999996"
"90","Niederhasli","9202","7.713917828","814.3362832","26.01608346","22.17996088","62.52988481","15.29015431","5.435668859","2.391694298","10.76262434","5.653095613","3800","2.405789474","11.29","21.57382847","70","55.26083112","-68","21.22015915","1.945181256","2239","60","722","1457","446","26","85","335","1.401401401","1.758241758","2.2947253939999999","10.513157555599999","4.2230469856999999","16.889610557000001","47.304054228200002","1.710095621","6.4589293538000003","3.5967421841","0.2216551973","3.5761230959999999","3.6959715457"
"91","Niederweningen","3035","11.13145368","443.0656934","17.6276771","23.59143328","62.80065898","13.60790774","2.347024309","2.011735122","8.382229673","4.694048617","1184","2.521959459","6.85","14.09883721","31","46.0755814","-34","39.09883721","0.726744186","779","45","366","368","146","22","23","101","1.22044241","16.47388714","1.058020478","14.0730096612","2.7057600587000001","17.634829399499999","34.462516815500003","3.2988871224","7.3712853125000004","3.9898495780999998","3.057356E-2","7.5302678244000001","5.4329216094000001"
"92","Oberglatt","6988","19.22880055","847.030303","37.13508872","22.56725816","66.25643961","11.17630223","6.442837712","2.290786742","12.31297874","4.008876799","2938","2.355343771","8.26","31.2272175","50","49.69623329","-63","10.57108141","8.505467801","1658","29","907","722","308","9","60","239","1.149792399","4.84012907","3.1514109729999999","12.124123604299999","3.1004933782999999","16.598286159400001","45.011685276599998","3.9807842119000001","5.0610231108999999","2.8615943911000001","0.1843676967","3.2718774343999999","5.3856141262000001"
"93","Oberweningen","1802","3.207331042","364.7773279","20.64372919","19.92230855","64.26193119","15.81576027","1.114827202","2.787068005","7.803790413","3.901895206","757","2.361955086","4.91","10.6557377","14","33.81147541","-15","55.32786885","0.204918033","284","37","83","164","85","8","15","62","1.84729064","6.666666667","1.903695409","13.389481743799999","2.1917021582","13.585682155300001","44.719337703999997","1.9285064841999999","5.9769344882000004","4.0245011246000004","7.1780638399999999E-2","3.5938172943","7.2785567306000001"
"94","Otelfingen","2842","15.71661238","397.4825175","21.42857143","23.04714989","60.80225194","16.15059817","2.113048072","3.521746786","13.38263779","5.28262018","1133","2.47749338","7.18","25.10402219","85","36.75450763","-89","37.17059639","0.970873786","2384","68","472","1844","261","11","51","199","2.929532858","0.359195402","1.409940078","13.6034144028","3.9597588239000001","15.0531806788","41.088002167900001","2.8927579431999999","10.026420974200001","5.0606327484999998","0.1388794797","4.4272068288000002","1.8359189757000001"
"95","Regensberg","474","-3.462321792","200","17.29957806","20.25316456","60.33755274","19.4092827","4.22832981","2.114164905","10.57082452","4.22832981","223","2.116591928","2.39","9.243697479","-2","34.03361345","-1","55.46218487","1.260504202","200","19","6","175","40","5","X","32","0.380228137","0","X","14.8010788941","5.5293324342999997","18.7626432906","33.580579905599997","2.8152393795999999","6.1193526635","1.0451786917999999","3.3715441700000001E-2","8.7997302765000001","4.8550236008000001"
"96","Regensdorf","18317","10.69680305","1252.872777","34.94567888","20.92045641","62.79958508","16.27995851","5.91651145","2.519995617","13.20258573","6.519119097","7894","2.292500633","14.6","31.85235817","91","42.10526316","-91","23.78673958","2.255639098","10558","68","2561","7929","1273","25","215","1033","0.678006423","4.934575294","4.2438568520000004","11.516652597","3.9947119443000001","17.4091712725","47.543124731200002","1.6397750983999999","5.7117372537","3.4547568608999999","0.1027348167","4.0823152764000001","1.7671981269000001"
"97","Rümlang","7968","18.50089233","642.0628525","30.15813253","20.2685743","64.68373494","15.04769076","6.627485307","2.000750281","13.12992372","5.627110166","3415","2.288726208","12.42","29.29373997","89","46.46869984","-90","21.42857143","2.808988764","6111","87","1898","4126","728","25","148","555","3.214186755","9.647543092","2.766010466","8.5814606742000006","2.1084971910000001","21.169241573000001","46.980337078700003","2.3788623595999998","5.1860955056","3.0916432584","5.2668539E-3","3.6323735954999998","5.1966292134999996"
"98","Schleinikon","736","2.649930265","129.5774648","9.64673913","19.42934783","66.71195652","13.85869565","5.471956224","4.103967168","12.3119015","2.735978112","302","2.410596026","5.66","6.725663717","6","49.20353982","-7","43.53982301","0.530973451","127","23","45","59","59","13","12","34","0.302114804","0","X","8.4239709958999995","1.8980592877","19.3857965451","44.177863083799998","2.0153550864000001","8.7118788653999992","1.3115802942999999","3.1989763300000001E-2","6.2273405843000003","5.4062699935999996"
"99","Schöfflisdorf","1405","3.6900369","350.3740648","16.44128114","20.07117438","60.35587189","19.57295374","5.71632726","5.001786352","10.0035727","11.43265452","601","2.319467554","3.95","11.52882206","7","42.35588972","-8","45.86466165","0.250626566","375","18","46","311","94","8","15","71","0.938967136","0","0.86083213800000002","12.0887699342","3.5407605664999999","12.769042043000001","42.723318835699999","2.0631203300999998","8.5145533622999992","3.9812646370000002","2.23040036E-2","5.0462808073999996","6.6410170625999996"
"100","Stadel","2280","15.3262519","176.8813033","14.16666667","21.66666667","62.10526316","16.22807018","4.437541602","2.218770801","9.762591524","4.881295762","973","2.331963001","12.88","11.32660978","29","57.33126455","-31","30.48875097","0.853374709","518","98","90","330","144","36","19","89","3.305785124","0.453514739","1.3022002690000001","12.262586049599999","2.4923281082000002","9.1813884050999999","53.193165795799999","1.5343783693999999","4.6653396366999997","5.2334743303","1.65878743E-2","4.5367836111999997","5.1173592104000001"
"101","Steinmaur","3482","9.60025181","370.8200213","25.24411258","20.24698449","62.78001149","16.97300402","4.031097034","1.727613015","10.65361359","7.486323064","1531","2.240365774","9.47","13.72756072","20","56.38859556","-20","29.25026399","0.633579725","765","136","189","440","199","30","36","133","2.489110143","2.9455081","1.241339492","13.0469327927","2.3699279432","11.4386695526","41.729910408499997","1.4219567659000001","6.0330420012000001","2.9480259733","4.65766185E-2","8.0248773939000007","10.233157072799999"
"102","Weiach","1756","77.91286727","183.2985386","25.74031891","18.84965831","69.13439636","12.01594533","4.939796233","1.852423588","14.20191417","6.792219821","739","2.364005413","9.59","11.89979123","9","34.55114823","-20","50.10438413","3.444676409","273","31","110","132","92","12","19","61","8.173076923","28.28136331","2.6972353340000002","8.1669542355000004","2.0376304329999999","12.644811437","56.716785802300002","4.7572097609000004","4.6996959987000002","4.4614246981000001","0","2.3909292580999999","2.6784980692000002"
