Ortschaftsname;PLZ;Gemeindename;Kantonskürzel
Plasselb;1737;Plasselb;FR
Platta;7185;Medel (Lucmagn);GR
Plaun da Lej;7517;Sils im Engadin/Segl;GR
Pleigne;2807;Pleigne;JU
Pleujouse;2953;La Baroche;JU
Plons;8889;Mels;SG
Pohlern;3638;Pohlern;BE
Poliez-Pittet;1041;Poliez-Pittet;VD
Poliez-le-Grand;1041;Montilliez;VD
Pollegio;6742;Pollegio;TI
Pompaples;1318;Pompaples;VD
Pomy;1405;Pomy;VD
Pont (Veveyse);1699;Le Flon;FR
Pont-de-la-Morge (Sion);1962;Sion;VS
Pont-la-Ville;1649;Pont-la-Ville;FR
Ponte Capriasca;6946;Ponte Capriasca;TI
Ponte Capriasca;6946;Ponte Capriasca;TI
Ponte Cremenaga;6996;Monteggio;TI
Ponte Tresa;6988;Ponte Tresa;TI
Pontenet;2733;Valbirse;BE
Ponthaux;1772;Ponthaux;FR
Ponto Valentino;6724;Acquarossa;TI
Pontresina;7504;Pontresina;GR
Porrentruy;2900;Porrentruy;JU
Porsel;1699;Le Flon;FR
Porsel;1699;Le Flon;FR
Port;2562;Port;BE
Portalban;1568;Delley-Portalban;FR
Portein;7423;Cazis;GR
Porto Ronco;6613;Ronco sopra Ascona;TI
Porza;6948;Porza;TI
Posat;1726;Farvagny;FR
Poschiavo;7742;Poschiavo;GR
Posieux;1725;Hauterive (FR);FR
Praden;7063;Tschiertschen-Praden;GR
Pragg-Jenaz;7231;Jenaz;GR
Prahins;1408;Donneloye;VD
Prangins;1197;Prangins;VD
Praratoud;1528;Surpierre;FR
Prato (Leventina);6773;Prato (Leventina);TI
Prato-Sornico;6694;Lavizzara;TI
Pratteln;4133;Pratteln;BL
Pratval;7415;Domleschg;GR
Pravidondaz (Salins);1991;Sion;VS
Praz (Vully);1788;Bas-Vully;FR
Praz-de-Fort;1943;Orsières;VS
Preda;7482;Bergün/Bravuogn;GR
Pregassona;6963;Lugano;TI
Premier;1324;Premier;VD
Preonzo;6523;Preonzo;TI
Presinge;1243;Presinge;GE
Prez-vers-Noréaz;1746;Prez-vers-Noréaz;FR
Prez-vers-Siviriez;1677;Siviriez;FR
Prilly;1008;Prilly;VD
Pringy;1663;Gruyères;FR
Produit (Leytron);1912;Leytron;VS
Progens;1624;La Verrerie;FR
Progens;1624;Semsales;FR
Promasens;1673;Rue;FR
Promontogno;7606;Bregaglia;GR
Prosito;6526;Lodrino;TI
Provence;1428;Provence;VD
Prugiasco;6723;Acquarossa;TI
Prugiasco;6723;Acquarossa;TI
Präz;7424;Cazis;GR
Préverenges;1028;Préverenges;VD
Prévondavaux;1410;Prévondavaux;FR
Prévonloup;1682;Prévonloup;VD
Prêles;2515;Plateau de Diesse;BE
Pugerna;6823;Arogno;TI
Puidoux;1070;Puidoux;VD
Pully;1009;Pully;VD
Puplinge;1241;Puplinge;GE
Pura;6984;Pura;TI
Purasca;6989;Croglio;TI
Pusserein;7228;Schiers;GR
Putz;7224;Luzein;GR
Péry;2603;Péry-La Heutte;BE
Quarten;8883;Quarten;SG
Quartino;6572;Gambarogno;TI
Quinten;8878;Quarten;SG
Quinto;6777;Quinto;TI
Rabius;7172;Sumvitg;GR
Radelfingen b. Aarberg;3271;Radelfingen;BE
Rafz;8197;Rafz;ZH
Rain;6026;Rain;LU
Ramersberg;6060;Sarnen;OW
Ramiswil;4719;Mümliswil-Ramiswil;SO
Ramlinsburg;4433;Ramlinsburg;BL
Ramosch;7556;Valsot;GR
Ramosch;7556;Valsot;GR
Ramsei;3435;Lützelflüh;BE
Ramsen;8262;Ramsen;SH
Rancate;6862;Mendrisio;TI
Rances;1439;Rances;VD
Randa;3928;Randa;VS
Randogne;3975;Randogne;VS
Ranflüh;3439;Lützelflüh;BE
Ranzo;6577;Gambarogno;TI
Raperswilen;8558;Raperswilen;TG
Rapperswil BE;3255;Rapperswil (BE);BE
Rapperswil SG;8640;Rapperswil-Jona;SG
Raron;3942;Raron;VS
Rasa;6655;Centovalli;TI
Ravoire;1928;Martigny-Combe;VS
Realp;6491;Realp;UR
Realta;7408;Cazis;GR
Rebeuvelier;2832;Rebeuvelier;JU
Rebstein;9445;Rebstein;SG
Rebévelier;2717;Rebévelier;BE
Recherswil;4565;Recherswil;SO
Rechthalten;1718;Rechthalten;FR
Reckingen VS;3998;Reckingen-Gluringen;VS
Reconvilier;2732;Reconvilier;BE
Regensberg;8158;Regensberg;ZH
Regensdorf;8105;Regensdorf;ZH
Rehetobel;9038;Rehetobel;AR
Reichenbach im Kandertal;3713;Reichenbach im Kandertal;BE
Reichenburg;8864;Reichenburg;SZ
Reiden;6260;Reiden;LU
Reidermoos;6260;Reiden;LU
Reigoldswil;4418;Reigoldswil;BL
Reinach AG;5734;Reinach (AG);AG
Reinach BL;4153;Reinach (BL);BL
Reisiswil;4919;Reisiswil;BE
Reitnau;5057;Reitnau;AG
Rekingen AG;5332;Rekingen (AG);AG
Remaufens;1617;Remaufens;FR
Remetschwil;5453;Remetschwil;AG
Remigen;5236;Remigen;AG
Renan BE;2616;Renan (BE);BE
Renens VD;1020;Renens (VD);VD
Rengg;6162;Entlebuch;LU
Rennaz;1847;Rennaz;VD
Retschwil;6285;Hitzkirch;LU
Reute AR;9411;Berneck;SG
Reute AR;9411;Reute (AR);AR
Reutigen;3647;Reutigen;BE
Reutlingen (Winterthur);8404;Winterthur;ZH
Reverolle;1128;Reverolle;VD
Rheinau;8462;Rheinau;ZH
Rheineck;9424;Rheineck;SG
Rheinfelden;4310;Rheinfelden;AG
Rheinklingen;8259;Wagenhausen;TG
Rheinsulz;5084;Laufenburg;AG
Rhäzüns;7403;Rhäzüns;GR
Riaz;1632;Riaz;FR
Riazzino;6595;Lavertezzo;TI
Richenthal;6263;Reiden;LU
Richigen;3078;Worb;BE
Richterswil;8805;Richterswil;ZH
Ricken SG;8726;Wattwil;SG
Rickenbach BL;4462;Rickenbach (BL);BL
Rickenbach LU;6221;Rickenbach (LU);LU
Rickenbach SO;4613;Rickenbach (SO);SO
Rickenbach Sulz;8545;Rickenbach (ZH);ZH
Rickenbach ZH;8545;Rickenbach (ZH);ZH
Rickenbach b. Schwyz;6432;Schwyz;SZ
Rickenbach b. Wil;9532;Jonschwil;SG
Rickenbach b. Wil;9532;Rickenbach (TG);TG
Ricketwil (Winterthur);8352;Winterthur;ZH
Riddes;1908;Riddes;VS
Ried (Frutigen);3724;Frutigen;BE
Ried (Muotathal);6436;Muotathal;SZ
Ried b. Kerzers;3216;Ried bei Kerzers;FR
Ried-Brig;3911;Ried-Brig;VS
Ried-Mörel;3986;Riederalp;VS
Rieden AG;5415;Obersiggenthal;AG
Rieden SG;8739;Gommiswald;SG
Riederalp;3987;Riederalp;VS
Riedern;8750;Glarus;GL
Riedholz;4533;Riedholz;SO
Riedikon;8616;Uster;ZH
Riedstätt;3159;Guggisberg;BE
Riedt b. Erlen;8586;Erlen;TG
Riedtwil;3475;Seeberg;BE
Riehen;4125;Riehen;BS
Riein;7128;Ilanz/Glion;GR
Riemenstalden;6452;Riemenstalden;SZ
Riet (Neftenbach);8412;Neftenbach;ZH
Rietheim;5323;Rietheim;AG
Riex;1097;Bourg-en-Lavaux;VD
Riffenmatt;3156;Guggisberg;BE
Rifferswil;8911;Rifferswil;ZH
Riggisberg;3132;Riggisberg;BE
Rigi Kaltbad;6356;Weggis;LU
Rigi Klösterli;6410;Arth;SZ
Rigi Kulm;6410;Arth;SZ
Rigi Scheidegg;6410;Gersau;SZ
Rigi Staffel;6410;Arth;SZ
Riken AG;4853;Murgenthal;AG
Rikon im Tösstal;8486;Zell (ZH);ZH
Ringgenberg BE;3852;Ringgenberg (BE);BE
Ringoldswil;3656;Sigriswil;BE
Riniken;5223;Riniken;AG
Riom;7463;Riom-Parsonz;GR
Riom;7463;Riom-Parsonz;GR
Riom;7463;Riom-Parsonz;GR
Risch;6343;Risch;ZG
Ritzingen;3989;Grafschaft;VS
Riva San Vitale;6826;Riva San Vitale;TI
Rivaz;1071;Rivaz;VD
Rive Haute (Liddes);1945;Liddes;VS
Riveo;6674;Maggia;TI
Rivera;6802;Monteceneri;TI
Rizenbach;3206;Ferenbalm;BE
Robasacco;6599;Cadenazzo;TI
Roche VD;1852;Roche (VD);VD
Roche-d'Or;2912;Haute-Ajoie;JU
Rochefort;2019;Rochefort;NE
Roches BE;2762;Roches (BE);BE
Rocourt;2907;Rocourt;JU
Rodels;7415;Domleschg;GR
Rodersdorf;4118;Rodersdorf;SO
Rodi-Fiesso;6772;Prato (Leventina);TI
Roggenburg;2814;Roggenburg;BL
Roggliswil;6265;Roggliswil;LU
Roggwil BE;4914;Roggwil (BE);BE
Roggwil TG;9325;Roggwil (TG);TG
Rohr b. Olten;4655;Rohr (SO);SO
Rohrbach;4938;Rohrbach;BE
Rohrbachgraben;4938;Rohrbachgraben;BE
Rohrmatt;6132;Willisau;LU
Rolle;1180;Rolle;VD
Romainmôtier;1323;Romainmôtier-Envy;VD
Romairon;1423;Tévenon;VD
Romanel-sur-Lausanne;1032;Romanel-sur-Lausanne;VD
Romanel-sur-Morges;1122;Romanel-sur-Morges;VD
Romanens;1626;Sâles;FR
Romanshorn;8590;Romanshorn;TG
Rombach;5022;Küttigen;AG
Romont BE;2538;Romont (BE);BE
Romont FR;1680;Romont (FR);FR
Romoos;6113;Romoos;LU
Rona;7454;Tinizong-Rona;GR
Ronco sopra Ascona;6622;Ronco sopra Ascona;TI
Rongellen;7430;Rongellen;GR
Root;6037;Root;LU
Root D4;6039;Root;LU
Ropraz;1088;Ropraz;VD
Rorbas;8427;Rorbas;ZH
Rorschach;9400;Rorschach;SG
Rorschacherberg;9404;Rorschacherberg;SG
Rosenlaui;3860;Schattenhalb;BE
Rossa;6548;Rossa;GR
Rossemaison;2842;Rossemaison;JU
Rossenges;1513;Rossenges;VD
Rossens FR;1728;Rossens (FR);FR
Rossens VD;1554;Villarzel;VD
Rosshäusern;3204;Mühleberg;BE
Rossinière;1658;Rossinière;VD
Rossrüti;9512;Wil (SG);SG
Rossura;6760;Faido;TI
Rosswald;3913;Termen;VS
Rosé;1754;Avry;FR
Rothenbrunnen;7405;Rothenbrunnen;GR
Rothenburg;6023;Rothenburg;LU
Rothenfluh;4467;Rothenfluh;BL
Rothenhausen;9565;Bussnang;TG
Rothenthurm;6418;Rothenthurm;SZ
Rothrist;4852;Rothrist;AG
Rothwald;3901;Ried-Brig;VS
Rotkreuz;6343;Risch;ZG
Rottenschwil;8919;Rottenschwil;AG
Rougemont;1659;Rougemont;VD
Roumaz (Savièse);1965;Savièse;VS
Roveredo GR;6535;Roveredo (GR);GR
Roveredo TI;6957;Capriasca;TI
Rovio;6821;Rovio;TI
Rovray;1463;Rovray;VD
Rubigen;3113;Rubigen;BE
Rudolfingen;8465;Trüllikon;ZH
Rudolfstetten;8964;Rudolfstetten-Friedlisberg;AG
Rue;1673;Rue;FR
Rueras;7189;Tujetsch;GR
Rueun;7156;Ilanz/Glion;GR
Rueyres;1046;Rueyres;VD
Rueyres-St-Laurent;1695;Le Glèbe;FR
Rueyres-Treyfayes;1626;Sâles;FR
Rueyres-les-Prés;1542;Rueyres-les-Prés;FR
Rufi;8723;Schänis;SG
Ruggell;9491;Ruggell;LI
Rumendingen;3472;Rumendingen;BE
Rumisberg;4539;Rumisberg;BE
Rumlikon;8332;Russikon;ZH
Rupperswil;5102;Rupperswil;AG
Ruppoldsried;3251;Rapperswil (BE);BE
Ruschein;7154;Ilanz/Glion;GR
Russikon;8332;Russikon;ZH
Russin;1281;Russin;GE
Russo;6662;Onsernone;TI
Russy;1773;Russy;FR
Ruswil;6017;Ruswil;LU
Rutschwil (Dägerlen);8471;Dägerlen;ZH
Ruvigliana;6977;Lugano;TI
Rämismühle;8487;Zell (ZH);ZH
Réchy;3966;Chalais;VS
Réclère;2912;Haute-Ajoie;JU
Römerswil LU;6027;Römerswil;LU
Röschenz;4244;Röschenz;BL
Röthenbach Herzogenbuchsee;3373;Heimenhausen;BE
Röthenbach im Emmental;3538;Röthenbach im Emmental;BE
Rüderswil;3437;Rüderswil;BE
Rüdlingen;8455;Rüdlingen;SH
Rüdtligen;3422;Rüdtligen-Alchenflüh;BE
Rüedisbach;3474;Wynigen;BE
Rüeggisberg;3088;Rüeggisberg;BE
Rüegsau;3417;Rüegsau;BE
Rüegsauschachen;3415;Rüegsau;BE
Rüegsbach;3418;Rüegsau;BE
Rüeterswil;8735;Eschenbach (SG);SG
Rüfenach AG;5235;Rüfenach;AG
Rüfenacht BE;3075;Worb;BE
Rümikon AG;5464;Rümikon;AG
Rümlang;8153;Rümlang;ZH
Rümligen;3128;Rümligen;BE
Rümlingen;4444;Rümlingen;BL
Rünenberg;4497;Rünenberg;BL
Rüschegg Gambach;3153;Rüschegg;BE
Rüschegg Heubach;3154;Rüschegg;BE
Rüschlikon;8803;Rüschlikon;ZH
Rüthi (Rheintal);9464;Rüthi (SG);SG
Rüti GL;8782;Glarus Süd;GL
Rüti ZH;8630;Rüti (ZH);ZH
Rüti b. Büren;3295;Rüti bei Büren;BE
Rüti b. Lyssach;3421;Rüti bei Lyssach;BE
Rüti b. Riggisberg;3099;Riggisberg;BE
Rütihof;5406;Baden;AG
Rütli;6441;Seelisberg;UR
Rütschelen;4933;Rütschelen;BE
Rüttenen;4522;Rüttenen;SO
S-chanf;7525;S-chanf;GR
S. Antonino;6592;Sant'Antonino;TI
S. Antonio (Val Morobbia);6583;Sant'Antonio;TI
S. Benedetg;7174;Sumvitg;GR
S. Bernardino;6565;Mesocco;GR
S. Carlo (Poschiavo);7741;Poschiavo;GR
S. Carlo (Val Bavona);6690;Cevio;TI
S. Nazzaro;6575;Gambarogno;TI
S. Pietro;6854;Stabio;TI
S. Vittore;6534;San Vittore;GR
S. Vittore;6534;San Vittore;GR
Saanen;3792;Saanen;BE
Saanenmöser;3777;Saanen;BE
Saas im Prättigau;7247;Saas;GR
Saas-Almagell;3905;Saas-Almagell;VS
Saas-Balen;3908;Saas-Balen;VS
Saas-Fee;3906;Saas-Fee;VS
Saas-Grund;3910;Saas-Grund;VS
Sachseln;6072;Sachseln;OW
Saclentse;1996;Nendaz;VS
Safenwil;5745;Safenwil;AG
Safien Platz;7107;Safiental;GR
Safnern;2553;Safnern;BE
Sagno;6839;Breggia;TI
Sagogn;7152;Sagogn;GR
Saicourt;2732;Saicourt;BE
Saignelégier;2350;Saignelégier;JU
Saillon;1913;Saillon;VS
Saillon;1913;Saillon;VS
Sala Capriasca;6954;Capriasca;TI
Sala Capriasca;6954;Capriasca;TI
Saland;8493;Bauma;ZH
Salavaux;1585;Vully-les-Lacs;VD
Salenstein;8268;Salenstein;TG
Salez;9465;Sennwald;SG
Salgesch;3970;Salgesch;VS
Salins;1991;Sion;VS
Salmsach;8599;Salmsach;TG
Salorino;6872;Mendrisio;TI
Salouf;7462;Salouf;GR
Salvan;1922;Salvan;VS
Salvenach;1794;Salvenach;FR
Samedan;7503;Samedan;GR
Samnaun Dorf;7563;Samnaun;GR
Samnaun-Compatsch;7562;Samnaun;GR
Samstagern;8833;Richterswil;ZH
Sangernboden;1738;Guggisberg;BE
Sargans;7320;Sargans;SG
Sarmenstorf;5614;Sarmenstorf;AG
Sarn;7423;Cazis;GR
Sarnen;6060;Sarnen;OW
Sarreyer;1948;Bagnes;VS
Sarzens;1683;Sarzens;VD
Sassel;1534;Valbroye;VD
Sassel;1534;Valbroye;VD
Satigny;1242;Satigny;GE
Sattel;6417;Sattel;SZ
Saubraz;1189;Saubraz;VD
Saulcy;2873;Saulcy;JU
Saules;2063;Val-de-Ruz;NE
Saules BE;2732;Saules (BE);BE
Savagnier;2065;Val-de-Ruz;NE
Savigny;1073;Savigny;VD
Savognin;7460;Savognin;GR
Savosa;6942;Savosa;TI
Sax;9468;Sennwald;SG
Saxeten;3813;Saxeten;BE
Saxon;1907;Saxon;VS
Saxonne (Ayent);1966;Ayent;VS
Says;7202;Trimmis;GR
Scareglia;6951;Lugano;TI
Schaan;9494;Schaan;LI
Schaanwald;9486;Mauren;LI
Schachen LU;6105;Werthenstein;LU
Schachen b. Herisau;9112;Herisau;AR
Schachen b. Reute;9414;Reute (AR);AR
Schaffhausen;8200;Schaffhausen;SH
Schaffhausen;8203;Schaffhausen;SH
Schaffhausen;8207;Schaffhausen;SH
Schaffhausen;8208;Schaffhausen;SH
Schafhausen im Emmental;3415;Hasle bei Burgdorf;BE
Schafisheim;5503;Schafisheim;AG
Schalunen;3314;Fraubrunnen;BE
Schangnau;6197;Schangnau;BE
Scharans;7412;Scharans;GR
Scharnachtal;3722;Reichenbach im Kandertal;BE
Schattdorf;6467;Schattdorf;UR
Schattenhalb;3860;Schattenhalb;BE
Scheid;7419;Domleschg;GR
Schellenberg;9488;Schellenberg;LI
Schelten;2827;Schelten;BE
Schenkon;6214;Schenkon;LU
Scherz;5246;Scherz;AG
Scherzingen;8596;Münsterlingen;TG
Scheunen;3305;Jegenstorf;BE
Scheuren;2556;Scheuren;BE
Schiers;7220;Schiers;GR
Schiers;7220;Schiers;GR
Schindellegi;8834;Feusisberg;SZ
Schinznach Bad;5116;Schinznach-Bad;AG
Schinznach Dorf;5107;Schinznach;AG
Schlans;7168;Trun;GR
Schlatt TG;8252;Schlatt (TG);TG
Schlatt b. Winterthur;8418;Schlatt (ZH);ZH
Schlattingen;8255;Basadingen-Schlattingen;TG
Schleinikon;8165;Schleinikon;ZH
Schleitheim;8226;Schleitheim;SH
Schlierbach;6231;Schlierbach;LU
Schlieren;8952;Schlieren;ZH
Schliern b. Köniz;3098;Köniz;BE
Schlossrued;5044;Schlossrued;AG
Schlosswil;3082;Schlosswil;BE
Schluein;7151;Schluein;GR
Schmerikon;8716;Schmerikon;SG
Schmidigen-Mühleweg;3464;Walterswil (BE);BE
Schmidrüti;8495;Turbenthal;ZH
Schmidshof;9565;Bussnang;TG
Schmiedrued;5046;Schmiedrued;AG
Schmitten (Albula);7493;Schmitten (GR);GR
Schmitten FR;3185;Schmitten (FR);FR
Schnaus;7130;Ilanz/Glion;GR
Schnaus;7130;Ilanz/Glion;GR
Schneisingen;5425;Schneisingen;AG
Schnottwil;3253;Schnottwil;SO
Schocherswil;8581;Amriswil;TG
Schongau;6288;Schongau;LU
Schuders;7228;Schiers;GR
Schupfart;4325;Schupfart;AG
Schwaderloch;5326;Schwaderloch;AG
Schwadernau;2556;Schwadernau;BE
Schwanden (Sigriswil);3657;Sigriswil;BE
Schwanden GL;8762;Glarus Süd;GL
Schwanden b. Brienz;3855;Schwanden bei Brienz;BE
Schwanden im Emmental;3433;Rüderswil;BE
Schwarzenbach (Huttwil);4953;Huttwil;BE
Schwarzenbach LU;6215;Beromünster;LU
Schwarzenbach SG;9536;Jonschwil;SG
Schwarzenberg LU;6103;Schwarzenberg;LU
Schwarzenburg;3150;Schwarzenburg;BE
Schwarzenegg;3616;Unterlangenegg;BE
Schwarzhäusern;4911;Schwarzhäusern;BE
Schwarzsee;1716;Plaffeien;FR
Schweizersholz;9223;Bischofszell;TG
Schwellbrunn;9103;Schwellbrunn;AR
Schwende;9057;Schwende;AI
Schwenden im Diemtigtal;3757;Diemtigen;BE
Schwendi im Weisstannental;7325;Mels;SG
Schwendibach;3624;Schwendibach;BE
Schwerzenbach;8603;Schwerzenbach;ZH
Schwyz;6430;Schwyz;SZ
Schwändi b. Schwanden;8762;Glarus Süd;GL
Schänis;8718;Schänis;SG
Schöfflisdorf;8165;Schöfflisdorf;ZH
Schöftland;5040;Schöftland;AG
Schönenbaumgarten;8585;Langrickenbach;TG
Schönenberg ZH;8824;Schönenberg (ZH);ZH
Schönenberg an der Thur;9215;Kradolf-Schönenberg;TG
Schönenbuch;4124;Schönenbuch;BL
Schönengrund;9105;Schönengrund;AR
Schönenwerd;5012;Schönenwerd;SO
Schönholzerswilen;8577;Schönholzerswilen;TG
Schönried;3778;Saanen;BE
Schötz;6247;Schötz;LU
Schübelbach;8862;Schübelbach;SZ
Schüpbach;3535;Signau;BE
Schüpfen;3054;Schüpfen;BE
Schüpfheim;6170;Schüpfheim;LU
Scudellate;6838;Breggia;TI
Scuol;7550;Scuol;GR
Sedrun;7188;Tujetsch;GR
Seeberg;3365;Seeberg;BE
Seedorf BE;3267;Seedorf (BE);BE
Seedorf UR;6462;Seedorf (UR);UR
Seehof;2747;Seehof;BE
Seelisberg;6377;Seelisberg;UR
Seengen;5707;Seengen;AG
Seewen SO;4206;Seewen;SO
Seewen SZ;6423;Schwyz;SZ
Seewil;3256;Rapperswil (BE);BE
Seewis Dorf;7212;Seewis im Prättigau;GR
Seewis-Pardisla;7212;Seewis im Prättigau;GR
Seewis-Schmitten;7212;Seewis im Prättigau;GR
Seftigen;3662;Seftigen;BE
Segnas;7186;Disentis/Mustér;GR
Seigneux;1525;Valbroye;VD
Seiry;1470;Lully (FR);FR
Seleute;2888;Clos du Doubs;JU
Selkingen;3989;Grafschaft;VS
Selma;6545;Calanca;GR
Seltisberg;4411;Seltisberg;BL
Selzach;2545;Selzach;SO
Sembrancher;1933;Sembrancher;VS
Sementina;6514;Sementina;TI
Semione;6714;Serravalle;TI
Sempach;6204;Sempach;LU
Sempach Station;6203;Neuenkirch;LU
Semsales;1623;Semsales;FR
Senarclens;1304;Senarclens;VD
Sennhof (Winterthur);8482;Winterthur;ZH
Sennwald;9466;Sennwald;SG
Sent;7554;Scuol;GR
Senèdes;1724;Senèdes;FR
Seon;5703;Seon;AG
Sergey;1355;Sergey;VD
Serneus;7249;Klosters-Serneus;GR
Serpiano;6867;Brusino Arsizio;TI
Servion;1077;Servion;VD
Seseglio;6832;Chiasso;TI
Sessa;6997;Sessa;TI
Seuzach;8472;Seuzach;ZH
Sevelen;9475;Sevelen;SG
Sevgein;7127;Ilanz/Glion;GR
Sfazù;7742;Poschiavo;GR
Siat;7157;Ilanz/Glion;GR
Siblingen;8225;Siblingen;SH
Siebnen;8854;Schübelbach;SZ
Siegershausen;8573;Kemmental;TG
Sierre;3960;Anniviers;VS
Sierre;3960;Sierre;VS
Siggenthal Station;5301;Untersiggenthal;AG
Sigigen;6019;Ruswil;LU
Sigirino;6806;Monteceneri;TI
Siglistorf;5462;Siglistorf;AG
Signau;3534;Signau;BE
Signy;1274;Signy-Avenex;VD
Signèse (Ayent);1966;Ayent;VS
Signôra;6951;Lugano;TI
Sigriswil;3655;Sigriswil;BE
Sihlbrugg;6340;Neuheim;ZG
Sihlbrugg Station;8135;Horgen;ZH
Sihlwald;8135;Horgen;ZH
Silenen;6473;Silenen;UR
Sils im Domleschg;7411;Sils im Domleschg;GR
Sils/Segl Baselgia;7515;Sils im Engadin/Segl;GR
Sils/Segl Maria;7514;Sils im Engadin/Segl;GR
Silvaplana;7513;Silvaplana;GR
Silvaplana-Surlej;7513;Silvaplana;GR
Simplon Dorf;3907;Simplon;VS
Sins;5643;Sins;AG
Sins;5643;Sins;AG
Sion;1950;Sion;VS
Sirnach;8370;Sirnach;TG
Siselen BE;2577;Siselen;BE
Sisikon;6452;Sisikon;UR
Sissach;4450;Sissach;BL
Sisseln AG;4334;Sisseln;AG
Sitterdorf;8589;Zihlschlacht-Sitterdorf;TG
Siviez (Nendaz);1997;Nendaz;VS
Siviriez;1678;Siviriez;FR
Soazza;6562;Soazza;GR
Sobrio;6749;Sobrio;TI
Soglio;7610;Bregaglia;GR
Solduno;6600;Locarno;TI
Solothurn;4500;Solothurn;SO
Somazzo;6872;Mendrisio;TI
Someo;6674;Maggia;TI
Sommentier;1688;Vuisternens-devant-Romont;FR
Sommeri;8580;Sommeri;TG
Sonceboz-Sombeval;2605;Sonceboz-Sombeval;BE
Sonnental;9245;Oberbüren;SG
Sonogno;6637;Sonogno;TI
Sonterswil;8564;Wäldi;TG
Sonvico;6968;Lugano;TI
Sonvilier;2615;Sonvilier;BE
Sool;8762;Glarus Süd;GL
Soral;1286;Soral;GE
Sorengo;6924;Sorengo;TI
Sorens;1642;Sorens;FR
Sornard (Nendaz);1997;Nendaz;VS
Sornetan;2716;Petit-Val;BE
Sorvilier;2736;Sorvilier;BE
Sottens;1062;Jorat-Menthue;VD
Soubey;2887;Soubey;JU
Souboz;2748;Petit-Val;BE
Soulce;2864;Haute-Sorne;JU
Soyhières;2805;Soyhières;JU
Speicher;9042;Speicher;AR
Speicherschwendi;9037;Speicher;AR
Spiegel b. Bern;3095;Köniz;BE
Spiez;3700;Spiez;BE
Spiringen;6464;Spiringen;UR
Splügen;7435;Splügen;GR
Spreitenbach;8957;Spreitenbach;AG
Spruga;6663;Onsernone;TI
St-Aubin FR;1566;Saint-Aubin (FR);FR
St-Aubin-Sauges;2024;Saint-Aubin-Sauges;NE
St-Barthélemy VD;1040;Saint-Barthélemy (VD);VD
St-Blaise;2072;Saint-Blaise;NE
St-Brais;2364;Saint-Brais;JU
St-Cergue;1264;Saint-Cergue;VD
St-Cierges;1410;Montanaire;VD
St-George;1188;Saint-George;VD
St-Germain (Savièse);1965;Savièse;VS
St-Gingolph;1898;Saint-Gingolph;VS
St-Imier;2610;Saint-Imier;BE
St-Jean VS;3961;Anniviers;VS
St-Livres;1176;Saint-Livres;VD
St-Luc;3961;Anniviers;VS
St-Légier-La Chiésaz;1806;Saint-Légier-La Chiésaz;VD
St-Léonard;1958;Saint-Léonard;VS
St-Martin FR;1609;Saint-Martin (FR);FR
St-Martin VS;1969;Saint-Martin (VS);VS
St-Maurice;1890;Saint-Maurice;VS
St-Oyens;1187;Saint-Oyens;VD
St-Pierre-de-Clages;1955;Chamoson;VS
St-Prex;1162;Saint-Prex;VD
St-Romain (Ayent);1966;Ayent;VS
St-Saphorin (Lavaux);1071;Saint-Saphorin (Lavaux);VD
St-Saphorin-sur-Morges;1113;Echichens;VD
St-Sulpice NE;2123;Val-de-Travers;NE
St-Sulpice VD;1025;Saint-Sulpice (VD);VD
St-Séverin;1975;Conthey;VS
St-Triphon;1867;Ollon;VD
St-Ursanne;2882;Clos du Doubs;JU
St-Ursanne;2882;Saint-Brais;JU
St. Antoni;1713;St. Antoni;FR
St. Antönien;7246;St. Antönien;GR
St. Erhard;6212;Knutwil;LU
St. Gallen;9010;St. Gallen;SG
St. Gallen;9000;St. Gallen;SG
St. Gallen;9008;St. Gallen;SG
St. Gallen;9014;St. Gallen;SG
St. Gallen;9016;St. Gallen;SG
St. Gallen;9015;St. Gallen;SG
St. Gallen;9012;St. Gallen;SG
St. Gallen;9011;St. Gallen;SG
St. Gallenkappel;8735;Eschenbach (SG);SG
St. German;3942;Raron;VS
St. Josefen;9030;Gaiserwald;SG
St. Margarethen TG;9543;Münchwilen (TG);TG
St. Margrethen SG;9430;St. Margrethen;SG
St. Margrethenberg;7313;Pfäfers;SG
St. Martin (Lugnez);7116;Vals;GR
St. Moritz;7500;St. Moritz;GR
St. Niklaus VS;3924;St. Niklaus;VS
St. Niklausen LU;6005;Horw;LU
St. Niklausen OW;6066;Kerns;OW
St. Pantaleon;4421;Nuglar-St. Pantaleon;SO
St. Pelagiberg;9225;Hauptwil-Gottshaus;TG
St. Peter;7028;Arosa;GR
St. Peterzell;9127;Neckertal;SG
St. Silvester;1736;St. Silvester;FR
St. Stephan;3772;St. Stephan;BE
St. Urban;4915;Pfaffnau;LU
St. Ursen;1717;St. Ursen;FR
Sta. Maria Val Müstair;7536;Val Müstair;GR
Sta. Maria in Calanca;6541;Santa Maria in Calanca;GR
Staad SG;9422;Thal;SG
Stabio;6855;Stabio;TI
Stachen;9320;Arbon;TG
Stadel (Winterthur);8404;Winterthur;ZH
Stadel b. Niederglatt;8174;Stadel;ZH
Staffelbach;5053;Staffelbach;AG
Stalden (Sarnen);6063;Sarnen;OW
Stalden VS;3922;Stalden (VS);VS
Staldenried;3933;Staldenried;VS
Stallikon;8143;Stallikon;ZH
